student_id,student_name,student_email,department,programme,phone_number,status,created_at
355547,Student 251,355547@student.aura-student-risk.com,Engineering,Engineering,+60121000149,active,2026-06-11 19:14:24
352016,Student 250,352016@student.aura-student-risk.com,Engineering,Engineering,+60121000150,active,2026-06-11 19:14:24
340051,Student 249,340051@student.aura-student-risk.com,CS,Computer Science,+60121000151,active,2026-06-11 19:14:24
346073,Student 248,346073@student.aura-student-risk.com,CS,Computer Science,+60121000152,active,2026-06-11 19:14:24
378057,Student 247,378057@student.aura-student-risk.com,Engineering,Engineering,+60121000153,active,2026-06-11 19:14:24
358380,Student 246,358380@student.aura-student-risk.com,Engineering,Engineering,+60121000154,active,2026-06-11 19:14:24
324490,Student 245,324490@student.aura-student-risk.com,CS,Computer Science,+60121000155,active,2026-06-11 19:14:24
381973,Student 244,381973@student.aura-student-risk.com,Business,Business,+60121000156,active,2026-06-11 19:14:24
322982,Student 243,322982@student.aura-student-risk.com,CS,Computer Science,+60121000157,active,2026-06-11 19:14:24
323668,Student 242,323668@student.aura-student-risk.com,CS,Computer Science,+60121000158,active,2026-06-11 19:14:24
381349,Student 241,381349@student.aura-student-risk.com,Business,Business,+60121000159,active,2026-06-11 19:14:24
375390,Student 240,375390@student.aura-student-risk.com,CS,Computer Science,+60121000160,active,2026-06-11 19:14:24
370447,Student 239,370447@student.aura-student-risk.com,Engineering,Engineering,+60121000161,active,2026-06-11 19:14:24
322057,Student 238,322057@student.aura-student-risk.com,Engineering,Engineering,+60121000162,active,2026-06-11 19:14:24
356891,Student 237,356891@student.aura-student-risk.com,CS,Computer Science,+60121000163,active,2026-06-11 19:14:24
398246,Student 236,398246@student.aura-student-risk.com,Engineering,Engineering,+60121000164,active,2026-06-11 19:14:24
351756,Student 235,351756@student.aura-student-risk.com,Business,Business,+60121000165,active,2026-06-11 19:14:24
317331,Student 234,317331@student.aura-student-risk.com,Business,Business,+60121000166,active,2026-06-11 19:14:24
371665,Student 233,371665@student.aura-student-risk.com,Engineering,Engineering,+60121000167,active,2026-06-11 19:14:24
392921,Student 232,392921@student.aura-student-risk.com,Engineering,Engineering,+60121000168,active,2026-06-11 19:14:24
376012,Student 231,376012@student.aura-student-risk.com,CS,Computer Science,+60121000169,active,2026-06-11 19:14:24
376585,Student 230,376585@student.aura-student-risk.com,Business,Business,+60121000170,active,2026-06-11 19:14:24
363992,Student 229,363992@student.aura-student-risk.com,Business,Business,+60121000171,active,2026-06-11 19:14:24
367421,Student 228,367421@student.aura-student-risk.com,CS,Computer Science,+60121000172,active,2026-06-11 19:14:24
317260,Student 227,317260@student.aura-student-risk.com,CS,Computer Science,+60121000173,active,2026-06-11 19:14:24
366484,Student 226,366484@student.aura-student-risk.com,Engineering,Engineering,+60121000174,active,2026-06-11 19:14:24
394882,Student 225,394882@student.aura-student-risk.com,CS,Computer Science,+60121000175,active,2026-06-11 19:14:24
384978,Student 224,384978@student.aura-student-risk.com,CS,Computer Science,+60121000176,active,2026-06-11 19:14:24
321913,Student 223,321913@student.aura-student-risk.com,CS,Computer Science,+60121000177,active,2026-06-11 19:14:24
380655,Student 222,380655@student.aura-student-risk.com,Business,Business,+60121000178,active,2026-06-11 19:14:24
378904,Student 221,378904@student.aura-student-risk.com,CS,Computer Science,+60121000179,active,2026-06-11 19:14:24
355452,Student 220,355452@student.aura-student-risk.com,CS,Computer Science,+60121000180,active,2026-06-11 19:14:24
316656,Student 219,316656@student.aura-student-risk.com,CS,Computer Science,+60121000181,active,2026-06-11 19:14:24
337356,Student 218,337356@student.aura-student-risk.com,Engineering,Engineering,+60121000182,active,2026-06-11 19:14:24
330827,Student 217,330827@student.aura-student-risk.com,Business,Business,+60121000183,active,2026-06-11 19:14:24
388300,Student 216,388300@student.aura-student-risk.com,CS,Computer Science,+60121000184,active,2026-06-11 19:14:24
345297,Student 215,345297@student.aura-student-risk.com,CS,Computer Science,+60121000185,active,2026-06-11 19:14:24
382519,Student 214,382519@student.aura-student-risk.com,CS,Computer Science,+60121000186,active,2026-06-11 19:14:24
358651,Student 213,358651@student.aura-student-risk.com,CS,Computer Science,+60121000187,active,2026-06-11 19:14:24
334013,Student 212,334013@student.aura-student-risk.com,Engineering,Engineering,+60121000188,active,2026-06-11 19:14:24
374813,Student 211,374813@student.aura-student-risk.com,CS,Computer Science,+60121000189,active,2026-06-11 19:14:24
377431,Student 210,377431@student.aura-student-risk.com,CS,Computer Science,+60121000190,active,2026-06-11 19:14:24
391694,Student 209,391694@student.aura-student-risk.com,CS,Computer Science,+60121000191,active,2026-06-11 19:14:24
340730,Student 208,340730@student.aura-student-risk.com,CS,Computer Science,+60121000192,active,2026-06-11 19:14:24
340263,Student 207,340263@student.aura-student-risk.com,CS,Computer Science,+60121000193,active,2026-06-11 19:14:24
375724,Student 206,375724@student.aura-student-risk.com,CS,Computer Science,+60121000194,active,2026-06-11 19:14:24
397076,Student 205,397076@student.aura-student-risk.com,Business,Business,+60121000195,active,2026-06-11 19:14:24
310071,Student 204,310071@student.aura-student-risk.com,Business,Business,+60121000196,active,2026-06-11 19:14:24
355579,Student 203,355579@student.aura-student-risk.com,CS,Computer Science,+60121000197,active,2026-06-11 19:14:24
342038,Student 202,342038@student.aura-student-risk.com,CS,Computer Science,+60121000198,active,2026-06-11 19:14:24
386709,Student 201,386709@student.aura-student-risk.com,Business,Business,+60121000199,active,2026-06-11 19:14:24
351383,Student 200,351383@student.aura-student-risk.com,CS,Computer Science,+60121000200,active,2026-06-11 19:14:24
387207,Student 199,387207@student.aura-student-risk.com,Engineering,Engineering,+60121000201,active,2026-06-11 19:14:24
390318,Student 198,390318@student.aura-student-risk.com,CS,Computer Science,+60121000202,active,2026-06-11 19:14:24
324855,Student 197,324855@student.aura-student-risk.com,CS,Computer Science,+60121000203,active,2026-06-11 19:14:24
386368,Student 196,386368@student.aura-student-risk.com,CS,Computer Science,+60121000204,active,2026-06-11 19:14:24
377861,Student 195,377861@student.aura-student-risk.com,Business,Business,+60121000205,active,2026-06-11 19:14:24
358422,Student 194,358422@student.aura-student-risk.com,Business,Business,+60121000206,active,2026-06-11 19:14:24
371780,Student 193,371780@student.aura-student-risk.com,Business,Business,+60121000207,active,2026-06-11 19:14:24
312942,Student 192,312942@student.aura-student-risk.com,Engineering,Engineering,+60121000208,active,2026-06-11 19:14:24
331068,Student 191,331068@student.aura-student-risk.com,Engineering,Engineering,+60121000209,active,2026-06-11 19:14:24
343360,Student 190,343360@student.aura-student-risk.com,CS,Computer Science,+60121000210,active,2026-06-11 19:14:24
319965,Student 189,319965@student.aura-student-risk.com,CS,Computer Science,+60121000211,active,2026-06-11 19:14:24
389826,Student 188,389826@student.aura-student-risk.com,Business,Business,+60121000212,active,2026-06-11 19:14:24
333425,Student 187,333425@student.aura-student-risk.com,Engineering,Engineering,+60121000213,active,2026-06-11 19:14:24
343791,Student 186,343791@student.aura-student-risk.com,Business,Business,+60121000214,active,2026-06-11 19:14:24
378425,Student 185,378425@student.aura-student-risk.com,Business,Business,+60121000215,active,2026-06-11 19:14:24
385584,Student 184,385584@student.aura-student-risk.com,Engineering,Engineering,+60121000216,active,2026-06-11 19:14:24
377277,Student 183,377277@student.aura-student-risk.com,CS,Computer Science,+60121000217,active,2026-06-11 19:14:24
390455,Student 182,390455@student.aura-student-risk.com,CS,Computer Science,+60121000218,active,2026-06-11 19:14:24
399208,Student 181,399208@student.aura-student-risk.com,CS,Computer Science,+60121000219,active,2026-06-11 19:14:24
315297,Student 180,315297@student.aura-student-risk.com,Engineering,Engineering,+60121000220,active,2026-06-11 19:14:24
356281,Student 179,356281@student.aura-student-risk.com,Business,Business,+60121000221,active,2026-06-11 19:14:24
388311,Student 178,388311@student.aura-student-risk.com,Business,Business,+60121000222,active,2026-06-11 19:14:24
331983,Student 177,331983@student.aura-student-risk.com,CS,Computer Science,+60121000223,active,2026-06-11 19:14:24
398580,Student 176,398580@student.aura-student-risk.com,CS,Computer Science,+60121000224,active,2026-06-11 19:14:24
367536,Student 175,367536@student.aura-student-risk.com,Business,Business,+60121000225,active,2026-06-11 19:14:24
375860,Student 174,375860@student.aura-student-risk.com,CS,Computer Science,+60121000226,active,2026-06-11 19:14:24
337723,Student 173,337723@student.aura-student-risk.com,CS,Computer Science,+60121000227,active,2026-06-11 19:14:24
342728,Student 172,342728@student.aura-student-risk.com,CS,Computer Science,+60121000228,active,2026-06-11 19:14:24
376995,Student 171,376995@student.aura-student-risk.com,CS,Computer Science,+60121000229,active,2026-06-11 19:14:24
359369,Student 170,359369@student.aura-student-risk.com,CS,Computer Science,+60121000230,active,2026-06-11 19:14:24
373813,Student 169,373813@student.aura-student-risk.com,Business,Business,+60121000231,active,2026-06-11 19:14:24
357483,Student 168,357483@student.aura-student-risk.com,Business,Business,+60121000232,active,2026-06-11 19:14:24
357962,Student 167,357962@student.aura-student-risk.com,Business,Business,+60121000233,active,2026-06-11 19:14:24
325712,Student 166,325712@student.aura-student-risk.com,CS,Computer Science,+60121000234,active,2026-06-11 19:14:24
377922,Student 165,377922@student.aura-student-risk.com,Engineering,Engineering,+60121000235,active,2026-06-11 19:14:24
358606,Student 164,358606@student.aura-student-risk.com,Business,Business,+60121000236,active,2026-06-11 19:14:24
362288,Student 163,362288@student.aura-student-risk.com,CS,Computer Science,+60121000237,active,2026-06-11 19:14:24
383284,Student 162,383284@student.aura-student-risk.com,CS,Computer Science,+60121000238,active,2026-06-11 19:14:24
339661,Student 161,339661@student.aura-student-risk.com,CS,Computer Science,+60121000239,active,2026-06-11 19:14:24
351373,Student 160,351373@student.aura-student-risk.com,CS,Computer Science,+60121000240,active,2026-06-11 19:14:24
343792,Student 159,343792@student.aura-student-risk.com,Business,Business,+60121000241,active,2026-06-11 19:14:24
383815,Student 158,383815@student.aura-student-risk.com,Engineering,Engineering,+60121000242,active,2026-06-11 19:14:24
321552,Student 157,321552@student.aura-student-risk.com,Business,Business,+60121000243,active,2026-06-11 19:14:24
340907,Student 156,340907@student.aura-student-risk.com,CS,Computer Science,+60121000244,active,2026-06-11 19:14:24
321239,Student 155,321239@student.aura-student-risk.com,Business,Business,+60121000245,active,2026-06-11 19:14:24
364344,Student 154,364344@student.aura-student-risk.com,CS,Computer Science,+60121000246,active,2026-06-11 19:14:24
311549,Student 153,311549@student.aura-student-risk.com,CS,Computer Science,+60121000247,active,2026-06-11 19:14:24
369591,Student 152,369591@student.aura-student-risk.com,CS,Computer Science,+60121000248,active,2026-06-11 19:14:24
391685,Student 151,391685@student.aura-student-risk.com,CS,Computer Science,+60121000249,active,2026-06-11 19:14:24
374532,Student 150,374532@student.aura-student-risk.com,CS,Computer Science,+60121000250,active,2026-06-11 19:14:24
317097,Student 149,317097@student.aura-student-risk.com,CS,Computer Science,+60121000251,active,2026-06-11 19:14:24
373133,Student 148,373133@student.aura-student-risk.com,CS,Computer Science,+60121000252,active,2026-06-11 19:14:24
340475,Student 147,340475@student.aura-student-risk.com,CS,Computer Science,+60121000253,active,2026-06-11 19:14:24
330636,Student 146,330636@student.aura-student-risk.com,CS,Computer Science,+60121000254,active,2026-06-11 19:14:24
372694,Student 145,372694@student.aura-student-risk.com,CS,Computer Science,+60121000255,active,2026-06-11 19:14:24
369606,Student 144,369606@student.aura-student-risk.com,CS,Computer Science,+60121000256,active,2026-06-11 19:14:24
395854,Student 143,395854@student.aura-student-risk.com,Engineering,Engineering,+60121000257,active,2026-06-11 19:14:24
347128,Student 142,347128@student.aura-student-risk.com,Business,Business,+60121000258,active,2026-06-11 19:14:24
340122,Student 141,340122@student.aura-student-risk.com,Business,Business,+60121000259,active,2026-06-11 19:14:24
362506,Student 140,362506@student.aura-student-risk.com,Engineering,Engineering,+60121000260,active,2026-06-11 19:14:24
398503,Student 139,398503@student.aura-student-risk.com,CS,Computer Science,+60121000261,active,2026-06-11 19:14:24
315230,Student 138,315230@student.aura-student-risk.com,Engineering,Engineering,+60121000262,active,2026-06-11 19:14:24
340042,Student 137,340042@student.aura-student-risk.com,Engineering,Engineering,+60121000263,active,2026-06-11 19:14:24
365769,Student 136,365769@student.aura-student-risk.com,CS,Computer Science,+60121000264,active,2026-06-11 19:14:24
