student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 4904,STU4904,20,4,84,7,30,2.95,Yes,Yes,Yes,No,Data Science,Semester 1
Student 8094,STU8094,19,4,78,6,88,2.34,No,No,Yes,No,Engineering,Semester 3
Student 6844,STU6844,19,4,84,5,40,3.88,Yes,No,Yes,Yes,Data Science,Semester 2
Student 2166,STU2166,18,4,74,4,28,3.27,No,No,No,No,Computer Science,Semester 3
Student 1863,STU1863,22,4,94,6,21,3.06,Yes,No,No,No,Software Engineering,Semester 3
Student 7851,STU7851,25,4,99,5,23,2.9,Yes,No,No,No,Computer Science,Semester 1
Student 9124,STU9124,21,4,82,0,31,2.92,No,No,No,No,Business,Semester 3
Student 2341,STU2341,22,4,58,4,58,3.13,Yes,No,No,No,Data Science,Semester 4
Student 5528,STU5528,21,4,66,7,79,3.63,Yes,No,No,No,Computer Science,Semester 3
Student 6744,STU6744,17,4,57,7,53,2.69,No,No,No,Yes,Computer Science,Semester 4
Student 4004,STU4004,22,4,91,0,78,3.12,Yes,No,No,No,Software Engineering,Semester 2
Student 1124,STU1124,18,4,58,3,91,2.27,Yes,No,No,Yes,Data Science,Semester 3
Student 8710,STU8710,19,4,69,7,25,3.37,Yes,No,No,Yes,Software Engineering,Semester 3
Student 4050,STU4050,21,4,82,1,51,3.15,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 7641,STU7641,17,4,91,6,47,2.95,Yes,Yes,No,Yes,Business,Semester 1
Student 766,STU0766,19,4,63,5,94,2.03,Yes,No,Yes,No,Computer Science,Semester 1
Student 2345,STU2345,17,4,68,2,60,2.74,No,No,Yes,No,Software Engineering,Semester 2
Student 4072,STU4072,19,4,86,5,91,2.58,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 7217,STU7217,19,4,57,4,46,2.59,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 4217,STU4217,25,4,72,3,72,2.16,Yes,Yes,No,Yes,Engineering,Semester 3
Student 7953,STU7953,20,4,68,1,30,2.84,Yes,Yes,No,Yes,Data Science,Semester 2
Student 5971,STU5971,23,4,79,6,41,3.82,Yes,No,No,Yes,Software Engineering,Semester 2
Student 3351,STU3351,19,4,93,3,24,3.32,Yes,No,No,Yes,Software Engineering,Semester 2
Student 4696,STU4696,20,4,80,7,53,3.02,No,Yes,Yes,Yes,Computer Science,Semester 1
Student 3400,STU3400,20,4,60,5,81,3.25,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 4082,STU4082,19,4,80,7,50,3.99,Yes,No,Yes,No,Engineering,Semester 4
Student 9150,STU9150,21,4,95,6,66,2.55,Yes,No,No,No,Data Science,Semester 1
Student 1225,STU1225,20,4,55,5,56,2.65,Yes,No,Yes,No,Engineering,Semester 4
Student 6293,STU6293,22,4,75,2,45,2.78,No,No,No,Yes,Business,Semester 1
Student 3123,STU3123,22,4,68,0,62,2.36,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 511,STU0511,21,4,62,0,80,3.14,Yes,Yes,Yes,Yes,Engineering,Semester 2
Student 5795,STU5795,20,4,79,3,57,2.86,Yes,Yes,No,Yes,Business,Semester 1
Student 8182,STU8182,21,4,72,3,51,3.28,Yes,Yes,No,Yes,Engineering,Semester 1
Student 9418,STU9418,21,4,69,6,88,3.37,Yes,No,No,Yes,Computer Science,Semester 2
Student 97,STU0097,21,4,96,4,81,3.59,Yes,No,No,No,Engineering,Semester 4
Student 6682,STU6682,21,4,74,6,44,3.33,Yes,No,No,Yes,Engineering,Semester 1
Student 1513,STU1513,19,4,70,3,52,2.83,No,No,Yes,No,Computer Science,Semester 1
Student 8792,STU8792,20,4,61,6,83,2.77,Yes,No,No,Yes,Engineering,Semester 3
Student 120,STU0120,22,4,83,7,90,2.55,Yes,No,No,Yes,Business,Semester 2
Student 7792,STU7792,19,4,85,0,35,3.02,Yes,No,No,No,Business,Semester 4
Student 6518,STU6518,21,4,83,5,68,3.16,Yes,No,No,Yes,Engineering,Semester 3
Student 34,STU0034,18,4,71,6,34,2.33,No,No,No,No,Data Science,Semester 3
Student 7888,STU7888,17,4,59,3,39,3.52,Yes,No,Yes,Yes,Computer Science,Semester 1
Student 6831,STU6831,22,4,72,1,41,3.01,No,No,No,No,Data Science,Semester 4
Student 5422,STU5422,18,4,68,1,29,2.83,Yes,No,No,No,Software Engineering,Semester 4
Student 1069,STU1069,20,4,85,0,91,2.54,Yes,No,No,Yes,Data Science,Semester 2
Student 1348,STU1348,23,4,72,3,74,3.63,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 4748,STU4748,18,4,79,6,47,3.23,Yes,No,No,Yes,Data Science,Semester 1
Student 6006,STU6006,22,4,65,5,28,3.39,No,Yes,No,No,Computer Science,Semester 2
Student 6040,STU6040,22,4,80,3,50,2.95,No,No,No,No,Computer Science,Semester 3
Student 3818,STU3818,20,4,59,3,93,3.73,Yes,No,No,No,Data Science,Semester 1
Student 8447,STU8447,22,4,70,1,76,3.37,Yes,Yes,No,No,Data Science,Semester 2
Student 5270,STU5270,22,4,62,0,50,3.6,Yes,Yes,No,No,Business,Semester 3
Student 6898,STU6898,18,4,67,7,94,3.52,Yes,No,No,No,Data Science,Semester 2
Student 5310,STU5310,18,4,86,4,62,2.72,No,Yes,No,No,Business,Semester 2
Student 32,STU0032,25,4,81,5,93,3.09,Yes,No,Yes,Yes,Engineering,Semester 1
Student 5675,STU5675,18,4,80,1,28,3.6,No,No,No,Yes,Business,Semester 2
Student 4387,STU4387,19,4,63,0,61,3.22,No,No,No,Yes,Software Engineering,Semester 2
Student 30,STU0030,20,4,61,0,93,2.56,Yes,No,Yes,Yes,Software Engineering,Semester 4
Student 4203,STU4203,18,4,62,4,69,3.04,Yes,No,No,No,Software Engineering,Semester 4
Student 7508,STU7508,19,4,56,2,56,3.37,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 736,STU0736,22,4,72,4,90,2.34,No,Yes,No,No,Business,Semester 3
Student 2068,STU2068,20,4,90,4,91,2.56,Yes,No,No,Yes,Engineering,Semester 4
Student 107,STU0107,25,4,78,0,36,2.36,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 9645,STU9645,20,4,88,2,67,3.21,Yes,No,Yes,No,Business,Semester 1
Student 8895,STU8895,18,4,96,7,21,3.7,Yes,Yes,No,No,Business,Semester 1
Student 8021,STU8021,17,4,92,2,61,2.09,Yes,No,No,Yes,Business,Semester 1
Student 2233,STU2233,17,4,65,3,82,3.09,No,Yes,Yes,No,Software Engineering,Semester 4
Student 994,STU0994,19,4,64,4,30,2.71,Yes,No,Yes,No,Software Engineering,Semester 3
Student 9413,STU9413,22,4,83,4,75,3.77,Yes,No,Yes,No,Computer Science,Semester 4
Student 7059,STU7059,25,4,94,2,92,3.1,No,No,No,No,Software Engineering,Semester 2
Student 6790,STU6790,22,4,60,2,64,3.38,Yes,No,No,No,Data Science,Semester 1
Student 361,STU0361,22,4,64,5,64,3.63,Yes,No,No,No,Business,Semester 1
Student 305,STU0305,21,4,84,6,48,3.08,Yes,Yes,No,No,Software Engineering,Semester 2
Student 2628,STU2628,22,4,82,2,53,2.19,Yes,No,No,Yes,Software Engineering,Semester 2
Student 8966,STU8966,17,4,83,0,88,2.95,Yes,Yes,No,No,Business,Semester 4
Student 4514,STU4514,18,4,79,0,39,3.09,Yes,Yes,Yes,Yes,Business,Semester 4
Student 5911,STU5911,22,4,90,0,91,2.47,Yes,No,No,Yes,Engineering,Semester 4
Student 8314,STU8314,19,4,81,6,89,2.15,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 3101,STU3101,19,4,88,5,37,2.38,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 5704,STU5704,19,4,88,4,91,3.6,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 3899,STU3899,21,4,86,5,79,2.47,Yes,No,No,No,Engineering,Semester 3
Student 5441,STU5441,19,4,98,5,74,4.0,Yes,No,No,No,Business,Semester 2
Student 7931,STU7931,22,4,58,2,71,3.64,Yes,No,No,Yes,Business,Semester 2
Student 622,STU0622,22,4,88,6,44,3.41,Yes,Yes,No,Yes,Engineering,Semester 4
Student 7236,STU7236,23,4,70,0,85,2.3,Yes,No,No,Yes,Business,Semester 1
Student 2499,STU2499,22,4,65,3,47,3.63,No,No,No,No,Data Science,Semester 3
Student 714,STU0714,21,4,69,2,39,2.77,Yes,No,No,Yes,Data Science,Semester 1
Student 8404,STU8404,20,4,92,5,89,2.18,Yes,No,No,No,Engineering,Semester 4
Student 2856,STU2856,19,4,84,6,56,3.12,Yes,Yes,No,No,Engineering,Semester 3
Student 4270,STU4270,23,4,81,2,35,3.2,No,Yes,Yes,Yes,Business,Semester 4
Student 2909,STU2909,20,4,70,5,54,2.64,Yes,No,No,No,Business,Semester 2
Student 8081,STU8081,19,4,55,6,74,2.73,Yes,Yes,Yes,No,Business,Semester 1
Student 4517,STU4517,20,4,79,2,84,2.92,Yes,No,No,No,Computer Science,Semester 3
Student 1262,STU1262,21,4,82,0,33,2.91,Yes,Yes,No,No,Software Engineering,Semester 4
Student 3161,STU3161,19,4,97,1,43,3.34,Yes,No,No,Yes,Computer Science,Semester 3
Student 971,STU0971,21,4,68,3,57,2.88,Yes,No,No,No,Engineering,Semester 4
Student 3913,STU3913,23,4,88,3,28,3.74,Yes,No,Yes,Yes,Data Science,Semester 2
Student 5199,STU5199,19,4,58,7,78,3.14,Yes,Yes,No,No,Business,Semester 3
Student 8847,STU8847,20,4,68,6,70,2.25,No,No,No,Yes,Data Science,Semester 4
Student 260,STU0260,22,4,70,1,70,3.52,Yes,Yes,No,No,Engineering,Semester 4
Student 3791,STU3791,22,4,69,3,38,2.62,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 9203,STU9203,19,4,88,6,81,3.51,Yes,No,Yes,Yes,Business,Semester 2
Student 488,STU0488,18,4,67,7,29,3.15,Yes,No,No,No,Business,Semester 1
Student 7908,STU7908,20,4,71,0,57,2.63,Yes,No,No,Yes,Computer Science,Semester 4
Student 519,STU0519,21,4,82,6,22,2.81,No,No,No,Yes,Software Engineering,Semester 4
Student 8343,STU8343,26,4,64,7,67,3.21,Yes,No,No,No,Software Engineering,Semester 3
Student 312,STU0312,23,4,71,2,60,3.12,Yes,Yes,Yes,No,Business,Semester 2
Student 3232,STU3232,17,4,62,1,36,3.43,Yes,No,Yes,No,Computer Science,Semester 3
Student 7933,STU7933,20,4,56,2,92,3.19,Yes,No,No,No,Software Engineering,Semester 1
Student 7458,STU7458,22,4,55,5,88,3.0,Yes,No,No,Yes,Business,Semester 1
Student 9784,STU9784,21,4,59,3,34,3.05,No,Yes,No,Yes,Engineering,Semester 3
Student 5184,STU5184,21,4,89,4,75,2.92,No,No,No,No,Engineering,Semester 2
Student 8077,STU8077,20,4,76,3,34,3.24,Yes,No,Yes,Yes,Engineering,Semester 2
Student 6502,STU6502,18,4,97,3,24,3.19,Yes,No,No,Yes,Business,Semester 3
Student 6791,STU6791,20,4,70,1,63,3.12,Yes,No,No,Yes,Data Science,Semester 1
Student 7773,STU7773,20,4,63,7,22,4.0,Yes,Yes,No,No,Business,Semester 1
Student 2738,STU2738,21,4,90,2,66,3.17,Yes,No,Yes,Yes,Business,Semester 4
Student 7842,STU7842,20,4,63,1,49,3.55,Yes,Yes,No,No,Software Engineering,Semester 1
Student 6262,STU6262,22,4,68,0,31,2.71,No,No,No,No,Data Science,Semester 2
Student 8206,STU8206,20,4,64,2,34,3.0,Yes,Yes,No,Yes,Engineering,Semester 2
Student 1248,STU1248,19,4,76,0,57,2.04,Yes,No,Yes,Yes,Software Engineering,Semester 2
Student 9336,STU9336,20,4,70,7,47,3.04,Yes,No,No,No,Software Engineering,Semester 1
Student 4195,STU4195,17,4,95,0,68,2.72,Yes,Yes,No,Yes,Software Engineering,Semester 1
Student 8001,STU8001,20,4,57,7,66,2.68,Yes,No,No,Yes,Computer Science,Semester 4
Student 7378,STU7378,22,4,82,6,94,3.1,Yes,No,No,No,Computer Science,Semester 2
Student 3435,STU3435,26,4,84,6,31,2.82,Yes,No,No,No,Engineering,Semester 4
Student 5382,STU5382,19,4,83,1,73,2.31,Yes,Yes,No,No,Data Science,Semester 4
Student 959,STU0959,22,4,55,6,51,2.91,Yes,No,No,No,Engineering,Semester 3
Student 417,STU0417,24,4,82,3,20,4.0,Yes,No,No,No,Engineering,Semester 1
Student 5742,STU5742,18,4,76,5,35,3.19,Yes,No,No,No,Computer Science,Semester 1
Student 6728,STU6728,20,4,86,7,30,3.13,Yes,Yes,No,No,Business,Semester 1
Student 4382,STU4382,21,4,65,4,74,2.49,Yes,No,No,Yes,Engineering,Semester 2
Student 5197,STU5197,23,4,80,5,55,2.44,Yes,No,Yes,No,Computer Science,Semester 4
Student 1113,STU1113,22,4,85,3,49,2.58,Yes,Yes,No,No,Computer Science,Semester 4
Student 2689,STU2689,22,4,74,3,87,3.13,Yes,No,Yes,Yes,Business,Semester 3
Student 6473,STU6473,21,4,74,2,75,2.45,Yes,Yes,No,No,Business,Semester 3
Student 8820,STU8820,21,4,87,1,79,3.64,Yes,Yes,No,No,Software Engineering,Semester 1
Student 7808,STU7808,24,4,59,7,36,2.48,No,No,Yes,No,Engineering,Semester 4
Student 3411,STU3411,19,4,95,2,52,3.36,Yes,Yes,Yes,No,Software Engineering,Semester 4
Student 81,STU0081,20,4,57,4,49,3.12,No,No,No,No,Engineering,Semester 4
Student 4614,STU4614,19,4,98,1,32,3.68,Yes,No,No,No,Business,Semester 4
Student 1374,STU1374,17,4,88,5,31,2.51,Yes,No,Yes,Yes,Data Science,Semester 4
Student 1510,STU1510,24,4,85,5,51,4.0,Yes,Yes,No,Yes,Software Engineering,Semester 4
Student 6443,STU6443,18,4,96,5,53,3.09,Yes,Yes,No,No,Software Engineering,Semester 4
Student 3071,STU3071,18,4,61,3,31,3.54,Yes,No,No,Yes,Computer Science,Semester 3
Student 3016,STU3016,23,4,84,0,23,3.18,Yes,No,Yes,No,Software Engineering,Semester 2
Student 4823,STU4823,19,4,72,6,45,2.52,Yes,Yes,No,No,Software Engineering,Semester 3
Student 7822,STU7822,22,4,70,3,83,2.65,Yes,Yes,No,No,Engineering,Semester 2
Student 93,STU0093,19,4,67,3,49,3.01,Yes,No,No,Yes,Software Engineering,Semester 4
Student 9421,STU9421,21,4,87,1,53,2.65,No,No,No,Yes,Software Engineering,Semester 1
Student 6600,STU6600,24,4,61,3,52,3.07,Yes,No,No,No,Business,Semester 2
Student 4443,STU4443,22,4,84,4,50,3.4,Yes,Yes,Yes,No,Data Science,Semester 1
Student 7602,STU7602,19,4,65,7,75,3.58,Yes,No,Yes,No,Data Science,Semester 4
Student 3835,STU3835,18,4,60,7,81,3.75,Yes,No,Yes,No,Business,Semester 1
Student 9702,STU9702,22,4,75,6,50,2.98,Yes,No,No,Yes,Computer Science,Semester 2
Student 4322,STU4322,20,4,86,3,43,2.81,No,Yes,No,Yes,Software Engineering,Semester 3
Student 3394,STU3394,20,4,59,0,88,2.22,Yes,No,No,Yes,Engineering,Semester 1
Student 4752,STU4752,20,4,96,1,70,2.0,Yes,Yes,No,No,Software Engineering,Semester 3
Student 7229,STU7229,21,4,83,5,84,2.96,No,No,No,No,Software Engineering,Semester 2
Student 9191,STU9191,18,4,89,4,28,3.56,No,No,No,No,Computer Science,Semester 3
Student 2361,STU2361,18,4,66,5,27,3.05,Yes,No,No,No,Engineering,Semester 2
Student 1148,STU1148,17,4,91,1,55,3.19,Yes,Yes,No,No,Engineering,Semester 1
Student 5666,STU5666,17,4,98,7,88,2.54,Yes,No,No,No,Computer Science,Semester 2
Student 8075,STU8075,17,4,76,0,75,2.8,Yes,Yes,No,Yes,Data Science,Semester 2
Student 4943,STU4943,21,4,65,2,65,3.53,Yes,Yes,No,No,Data Science,Semester 2
Student 3663,STU3663,21,4,77,7,29,3.2,Yes,No,No,No,Engineering,Semester 1
Student 1563,STU1563,17,4,99,4,93,2.79,Yes,No,No,Yes,Software Engineering,Semester 2
Student 4113,STU4113,24,4,64,7,30,3.3,Yes,Yes,No,No,Business,Semester 4
Student 9050,STU9050,23,4,96,0,27,3.05,Yes,Yes,Yes,No,Engineering,Semester 4
Student 9276,STU9276,17,4,78,5,87,3.49,Yes,No,No,No,Engineering,Semester 4
Student 8538,STU8538,24,4,70,2,37,3.22,No,No,No,No,Engineering,Semester 1
Student 795,STU0795,18,4,66,7,22,2.85,Yes,Yes,No,No,Business,Semester 4
Student 5854,STU5854,18,4,86,5,34,2.9,No,No,No,No,Computer Science,Semester 2
Student 7619,STU7619,18,4,78,0,79,2.38,No,No,Yes,No,Software Engineering,Semester 2
Student 1594,STU1594,23,4,58,7,91,2.27,Yes,Yes,No,No,Business,Semester 1
Student 7418,STU7418,19,4,96,2,74,2.8,Yes,No,No,No,Business,Semester 3
Student 5267,STU5267,23,4,87,2,89,3.61,Yes,Yes,No,No,Data Science,Semester 2
Student 7147,STU7147,22,4,72,7,51,3.19,Yes,No,No,Yes,Computer Science,Semester 1
Student 89,STU0089,19,4,71,1,25,2.87,No,No,No,No,Business,Semester 3
Student 8695,STU8695,20,4,75,6,35,3.3,Yes,No,No,Yes,Business,Semester 4
Student 9732,STU9732,23,4,55,3,85,3.5,Yes,No,No,No,Business,Semester 4
Student 9446,STU9446,17,4,98,7,35,2.73,Yes,No,No,No,Business,Semester 1
Student 6754,STU6754,21,4,79,3,33,2.73,Yes,No,Yes,No,Business,Semester 3
Student 3502,STU3502,19,4,85,0,81,4.0,Yes,No,No,No,Business,Semester 3
Student 2234,STU2234,23,4,97,2,37,2.6,No,Yes,No,Yes,Software Engineering,Semester 2
Student 2803,STU2803,21,4,74,3,27,2.75,No,No,No,Yes,Computer Science,Semester 3
Student 4424,STU4424,23,4,80,0,24,2.84,Yes,Yes,No,No,Business,Semester 2
